,Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,car_cc,Cylinders,Valves_Per_Cylinder,wheel_drive,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,height_mm,lenght_mm,width_mm,Body_Type,Doors,City_Mileage,highway_mileage_km/l,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance_mm,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track_mm,Rear_Track_mm,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,lt_front_tyre,pr_front_tyre,z_front_tyre(240 km/h),Front_Tyre_size,Front_rim_size,Power_bhp,Power_rpm,torque_nm,basic_warranty_years,basic_warranty_distance
356,356,Bugatti,Chiron,Sport,212155397,7993,16.0,4.0,RWD,W,BS VI,"Mid, Transverse",PGM - Fi,51.0,Petrol,1212.0,4544.0,2038.0,Sports,2.0,54.9,17.2,5.95,1995.0,7.0,179.0,Ventilated Disc,Ventilated Disc,Runflat,Runflat,1524.6,1522.9,285/30ZR20,285/30ZR20,Electric Power,All Windows,"Yes, with memory","Remote, Smart Key",1600Nm@2000-6000rpm,1479bhp@6700rpm,Digital,Digital,Digital,Yes,2,Leather,AT,2710.0,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,"With Remote, Push to Open, Internal",Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,Yes,Yes,"Normal, Sport",Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Front passenger knee airbag, Curtain airbags",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,Cup Holders,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,1.0,Yes,Yes,,,0.0,0.0,1.0,285/30,20,145.6,4000.0,1159.36,2.0,Unknown
359,359,Maruti Suzuki,Alto,Std,294800,796,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1475.0,3445.0,1490.0,Hatchback,5.0,54.9,17.2,22.05,730.0,5.0,160.0,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic",Coil spring gas filled shock absorbers with three link rigid axle and isolated trailing arms,1295.0,1290.0,145/80R12,145/80R12,No,No,No,No,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,No,Yes,5,Fabric,MT,2360.0,No,No,No,No,No,,Internal,,,,Yes,,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver Only,Not Applicable,,Yes,,,,,,,Yes,,,,,,,,,,1185 kg,,,,,,,10.3:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,12,47.3,6000.0,69.0,2.0,40000
360,360,Maruti Suzuki,Alto,Std (O),299900,796,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1475.0,3445.0,1490.0,Hatchback,5.0,54.9,17.2,22.05,732.0,5.0,160.0,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic",Coil spring gas filled shock absorbers with three link rigid axle and isolated trailing arms,1295.0,1290.0,145/80R12,145/80R12,No,No,No,No,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,No,Yes,5,Fabric,MT,2360.0,No,No,No,No,No,,Internal,,,,Yes,,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver Only,Not Applicable,,Yes,,,,,,,Yes,Yes,,Yes,,,,Yes,,,1185 kg,"Driver frontal airbag, Front passenger frontal airbag",,Yes,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,12,47.3,6000.0,69.0,2.0,40000
361,361,Maruti Suzuki,Alto,Lxi,352900,796,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1475.0,3445.0,1490.0,Hatchback,5.0,54.9,17.2,22.05,755.0,5.0,160.0,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",1295.0,1290.0,145/80R12,145/80R12,Electric Power,Only Front Windows,No,No,47hp@6000rpm,69Nm@3500rpm,Digital,Analog,No,2,5,Fabric,MT,2360.0,No,No,No,No,No,,Internal,,,,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,Yes,Yes,,,,,,1185 kg,,,,,,,10.3:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,12,47.7,6000.0,69.0,2.0,40000
362,362,Maruti Suzuki,Alto,Lxi (O),357200,796,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1475.0,3445.0,1490.0,Hatchback,5.0,54.9,17.2,22.05,757.0,5.0,160.0,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",1295.0,1290.0,145/80R12,145/80R12,Other,Only Front Windows,No,No,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,No,2,5,Fabric,MT,2360.0,No,No,No,No,No,,Internal,,,,Yes,Digital,Front,,Front,Yes,,,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,Yes,,,,Yes,Yes,,Yes,Yes,,,Yes,,,1185 kg,Driver frontal airbag,,Yes,,,1.0,,,,,,,,,,,,,,,,,,,Cup Holders,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,12,47.3,6000.0,69.0,2.0,Unknown
363,363,Maruti Suzuki,Alto,Vxi,376100,796,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1475.0,3445.0,1490.0,Hatchback,5.0,54.9,17.2,22.05,762.0,5.0,160.0,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",1295.0,1290.0,145/80R12,145/80R12,Other,Only Front Windows,No,Remote,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,No,2,5,Fabric,MT,2360.0,No,Yes,CD Player with USB & Aux-in,Yes,No,Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,Yes,,Yes,1185 kg,"Driver frontal airbag, Front passenger frontal airbag",,Yes,,,2.0,,,,,Rear sensors,,Yes,,,,,,,,,,,,Cup Holders,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,12,47.3,6000.0,69.0,2.0,40000
364,364,Maruti Suzuki,Alto,Lxi Cng (Cng +,405570,796,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,35.0,CNG + Petrol,1475.0,3445.0,1490.0,Hatchback,5.0,54.9,17.2,22.05,755.0,5.0,160.0,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",1295.0,1290.0,145/80R12,145/80R12,Electric Power,Only Front Windows,No,No,47hp@6000rpm,69Nm@3500rpm,Digital,Analog,No,2,5,Fabric,MT,2360.0,No,No,No,No,No,,Internal,,,,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,Yes,Yes,,,,,,1185 kg,,,,,,,10.3:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,12,47.7,6000.0,69.0,2.0,40000
365,365,Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,409190,796,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,35.0,CNG + Petrol,1475.0,3445.0,1490.0,Hatchback,5.0,54.9,17.2,22.05,757.0,5.0,160.0,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",1295.0,1290.0,145/80R12,145/80R12,Other,Only Front Windows,No,No,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,No,2,5,Fabric,MT,2360.0,No,No,No,No,No,,Internal,,,,Yes,Digital,Front,,Front,Yes,,,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,Yes,,,,Yes,Yes,,Yes,Yes,,,Yes,,,1185 kg,Driver frontal airbag,,Yes,,,1.0,,,,,,,,,,,,,,,,,,,Cup Holders,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,12,47.3,6000.0,69.0,2.0,Unknown
366,366,Maruti Suzuki,Alto,Vxi Plus,389600,796,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1475.0,3445.0,1490.0,Hatchback,5.0,54.9,17.2,22.05,762.0,5.0,160.0,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",1295.0,1290.0,145/80R12,145/80R12,Other,Only Front Windows,No,Remote,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,No,2,5,Fabric,MT,2360.0,No,Yes,CD Player with USB & Aux-in,Yes,No,Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,Yes,,Yes,1185 kg,"Driver frontal airbag, Front passenger frontal airbag",,Yes,,,2.0,,,,,Rear sensors,,Yes,Yes,Yes,,Touch Sensitive,,,,,,,,Cup Holders,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,12,47.3,6000.0,69.0,2.0,40000
367,367,Maruti Suzuki,S-Presso,Std,370500,998,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,27.0,Petrol,1549.0,3565.0,1520.0,Hatchback,5.0,54.9,17.2,21.4,726.0,5.0,179.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,1524.6,1522.9,145/80 R13,145/80 R13,No,No,No,No,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,MT,2380.0,No,No,No,No,No,,Internal,,,,Yes,,Not on offer,,,,,,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,,,,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,,,1170 kg,Driver frontal airbag,Yes,Yes,,,1.0,11.0:1,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,13,66.1,5500.0,90.0,2.0,Unknown
368,368,Maruti Suzuki,S-Presso,Std (O),376500,998,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,27.0,Petrol,1549.0,3565.0,1520.0,Hatchback,5.0,54.9,17.2,21.4,726.0,5.0,179.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,1524.6,1522.9,145/80 R13,145/80 R13,No,No,No,No,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,MT,2380.0,No,No,No,No,No,,Internal,,,,Yes,,Not on offer,,,,,,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,,,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,,2.0,11.0:1,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,13,66.1,5500.0,90.0,2.0,Unknown
369,369,Maruti Suzuki,S-Presso,Lxi,409000,998,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,27.0,Petrol,1549.0,3565.0,1520.0,Hatchback,5.0,54.9,17.2,21.4,726.0,5.0,179.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,1524.6,1522.9,145/80 R13,145/80 R13,Other,No,No,No,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,MT,2380.0,No,No,No,No,No,,Internal,,,,Yes,,Not on offer,,,,,,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,,,1170 kg,Driver frontal airbag,Yes,Yes,,,1.0,11.0:1,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,13,66.1,5500.0,90.0,2.0,Unknown
370,370,Maruti Suzuki,S-Presso,Lxi (O),415000,998,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,27.0,Petrol,1549.0,3565.0,1520.0,Hatchback,5.0,54.9,17.2,21.4,726.0,5.0,179.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,1524.6,1522.9,145/80 R13,145/80 R13,Other,No,No,No,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,MT,2380.0,No,No,No,No,No,,Internal,,,,Yes,,Not on offer,,,,,,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,,,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,,2.0,11.0:1,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,13,66.1,5500.0,90.0,2.0,Unknown
371,371,Maruti Suzuki,S-Presso,Vxi,432500,998,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,27.0,Petrol,1549.0,3565.0,1520.0,Hatchback,5.0,54.9,17.2,21.7,726.0,5.0,179.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,1524.6,1522.9,145/80 R13,145/80 R13,Other,Only Front Windows,No,Other,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,MT,2380.0,No,No,USB & Aux-in,No,Yes,Yes,Internal,,,Yes,Yes,,Not on offer,Yes,,,,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,1170 kg,Driver frontal airbag,Yes,Yes,,Yes,1.0,11.0:1,,,,Rear sensors,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,13,66.1,5500.0,90.0,2.0,Unknown
372,372,Maruti Suzuki,S-Presso,Vxi (O),438500,998,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,27.0,Petrol,1549.0,3565.0,1520.0,Hatchback,5.0,54.9,17.2,21.7,726.0,5.0,179.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,1524.6,1522.9,145/80 R13,145/80 R13,Other,Only Front Windows,No,Other,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,MT,2380.0,No,No,USB & Aux-in,No,Yes,Yes,Internal,,,Yes,Yes,,Not on offer,Yes,,,,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2.0,11.0:1,,,,Rear sensors,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,13,66.1,5500.0,90.0,2.0,Unknown
373,373,Maruti Suzuki,S-Presso,Vxi Ags,475500,998,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,27.0,Petrol,1549.0,3565.0,1520.0,Hatchback,5.0,54.9,17.2,21.7,726.0,5.0,179.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,1524.6,1522.9,145/80 R13,145/80 R13,Other,Only Front Windows,No,Other,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,AMT,2380.0,No,No,USB & Aux-in,No,Yes,Yes,Internal,,,Yes,Yes,,Not on offer,Yes,,,,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,1170 kg,Driver frontal airbag,Yes,Yes,,,1.0,11.0:1,,,,Rear sensors,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,13,66.1,5500.0,90.0,2.0,Unknown
374,374,Maruti Suzuki,S-Presso,Vxi+,456000,998,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,27.0,Petrol,1549.0,3565.0,1520.0,Hatchback,5.0,54.9,17.2,21.7,726.0,5.0,179.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,1524.6,1522.9,145/80 R13,145/80 R13,Electric Power,All Windows,No,Remote,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,"Analog,Digital",Yes,5,Fabric,MT,2380.0,No,Yes,USB & Aux-in,Yes,Yes,Yes,Internal,,,Yes,Yes,Digital,Front,Yes,Front,,,Yes,Internal,Analog,Manual,Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,Yes,,,Yes,Yes,,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2.0,11.0:1,,,,Rear sensors,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,13,66.1,5500.0,90.0,2.0,Unknown
375,375,Maruti Suzuki,S-Presso,Vxi (O) Ags,481500,998,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,27.0,Petrol,1549.0,3565.0,1520.0,Hatchback,5.0,54.9,17.2,21.7,726.0,5.0,179.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,1524.6,1522.9,145/80 R13,145/80 R13,Other,Only Front Windows,No,Other,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,AMT,2380.0,No,No,USB & Aux-in,No,Yes,Yes,Internal,,,Yes,Yes,,Not on offer,Yes,,,,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2.0,11.0:1,,,,Rear sensors,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,13,66.1,5500.0,90.0,2.0,Unknown
376,376,Maruti Suzuki,S-Presso,Vxi+ Ags,499000,998,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,27.0,Petrol,1549.0,3565.0,1520.0,Hatchback,5.0,54.9,17.2,21.7,726.0,5.0,179.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,1524.6,1522.9,145/80 R13,145/80 R13,Electric Power,All Windows,No,Remote,67PS@5500rpm,90Nm@3500rpm,Digital,Digital,Digital,Yes,5,Fabric,AMT,2380.0,No,Yes,USB & Aux-in,Yes,Yes,Yes,Internal,,,Yes,Yes,Digital,Front,Yes,,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2.0,11.0:1,,,,Rear sensors,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,13,66.1,5500.0,90.0,2.0,Unknown
377,377,Maruti Suzuki,Celerio,Lxi,426289,998,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1560.0,3600.0,1600.0,Hatchback,5.0,23.0,17.2,23.1,810.0,5.0,165.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420.0,1410.0,155/80R13,155/80R13,Electric Power,No,No,No,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,No,Yes,5,Fabric,MT,2425.0,No,No,No,No,No,,Manual,235 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,Yes,,1250 kg,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/80,13,67.1,6000.0,90.0,2.0,40000
378,378,Maruti Suzuki,Celerio,Vxi,465138,998,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1560.0,3600.0,1600.0,Hatchback,5.0,23.0,22.0,23.1,810.0,5.0,165.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420.0,1410.0,165/70R14,165/70R14,Electric Power,All Windows,No,No,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,No,Yes,5,Fabric,MT,2425.0,No,No,No,No,No,,Manual,235 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,Yes,,1250 kg,,Yes,,,,,11.0:1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,165/70,14,67.1,6000.0,90.0,2.0,40000
379,379,Maruti Suzuki,Celerio,Vxi At,508138,998,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1560.0,3600.0,1600.0,Hatchback,5.0,23.0,22.0,23.1,810.0,5.0,165.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420.0,1410.0,165/70R14,165/70R14,Electric Power,All Windows,No,No,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,AT,2425.0,No,No,No,No,No,,Manual,235 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,,Yes,,1250 kg,,Yes,,,,,11.0:1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,165/70,14,67.1,6000.0,90.0,2.0,40000
